ID	C1	C2	C3	E1	E2	E3	F1	F2	F3
TIPARP-AS1	0.135583	0.098309	0.000000	0.289667	0.162998	0.289695	0.072636	0.046819	0.079832
TIPIN	16.075600	16.857400	16.063300	11.382500	13.059800	11.685900	17.821000	14.516500	11.816100
TIPRL	20.999100	26.521200	20.727700	31.016000	31.709900	32.320500	22.801600	23.080000	17.222600
TIRAP	2.760420	3.687930	3.066240	5.116520	5.004090	4.414020	4.406750	4.366760	4.832900
TISP43	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TJAP1	10.821600	11.337700	10.269200	13.503700	12.952400	13.981800	11.094400	10.949200	14.851600
TJP1	11.892700	11.921500	12.270900	15.503500	17.997700	14.937100	10.754800	10.376800	7.739430
TJP2	14.103200	13.845200	13.583200	17.352900	16.367600	18.585900	13.899700	14.413700	15.079200
TJP3	1.015250	0.859523	0.794246	0.307192	0.194984	0.337757	0.889410	0.559171	1.229260
TK1	107.030000	114.469000	119.870000	43.773900	39.284300	47.790300	132.784000	136.420000	178.249000
TK2	3.685280	3.905490	3.395040	8.064480	6.996430	7.356080	4.155700	3.788330	3.788530
TKFC	15.688100	15.863900	14.063300	16.603300	14.228500	18.175700	15.873200	15.977900	20.122600
TKT	569.648000	580.971000	546.998000	339.003000	297.209000	353.249000	600.955000	610.560000	869.617000
TKTL1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022968	0.000000
TKTL2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TLCD1	15.863700	14.648200	12.864400	16.055900	12.600900	13.949300	13.755500	16.164100	20.952400
TLCD2	2.306650	2.639870	2.813960	3.086590	3.532500	3.451000	3.377760	3.087020	3.221010
TLDC1	7.240930	8.168990	6.826670	6.547920	6.266990	7.031400	6.520810	6.744110	7.868130
TLDC2	0.072147	0.097852	0.037777	0.096518	0.071901	0.325314	0.194604	0.217633	0.284308
TLE1	11.654900	11.616100	11.920500	14.142000	13.292200	15.392600	12.378300	13.648000	15.351500
TLE2	27.468100	26.369500	27.667400	12.792600	11.714000	12.495500	31.285800	31.921800	45.171700
TLE3	40.684500	41.082000	38.624900	37.064100	34.342500	39.708200	41.755600	42.238400	49.139700
TLE4	1.473690	1.875820	1.296050	2.953280	2.947100	2.858950	1.172930	1.392900	1.490880
TLE6	7.979180	6.932940	6.936340	4.148410	2.068410	3.511240	10.110600	7.294680	9.447070
TLK1	13.713700	11.723400	12.561700	16.426800	18.124700	13.357300	11.371900	10.611400	7.099180
TLK2	11.391200	10.627700	11.318300	12.677100	13.055000	12.401700	10.447600	11.342200	9.358820
TLL1	0.218531	0.273164	0.256139	0.107670	0.119099	0.124573	0.104034	0.158349	0.088712
TLL2	0.075328	0.118905	0.049294	0.241299	0.263413	0.285571	0.081496	0.056681	0.091992
TLN1	42.112200	44.729700	44.842400	41.702300	36.588800	45.760400	46.453800	49.077100	61.932600
TLN2	6.053280	6.917950	6.365200	7.362760	7.332020	8.752190	7.312940	8.477910	9.126420
TLR1	0.119623	0.064709	0.075182	0.232753	0.334198	0.097926	0.129195	0.041060	0.070156
TLR10	0.000000	0.000000	0.000000	0.000000	0.019121	0.000000	0.000000	0.000000	0.000000
TLR2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TLR3	3.072160	1.967030	2.751520	2.874300	4.109920	2.478860	2.212430	2.044530	1.283790
TLR4	8.563690	9.050130	8.685650	11.456000	12.687600	10.693400	7.788070	7.906910	5.309850
TLR5	0.000000	0.013861	0.000000	0.067933	0.030695	0.012592	0.000000	0.013206	0.045057
TLR6	1.341650	1.288810	1.050740	1.397750	1.983160	1.564440	1.203470	1.003450	0.682053
TLR7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TLR8	0.000000	0.000000	0.000000	0.000000	0.000000	0.012751	0.000000	0.000000	0.000000
TLR8-AS1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TLR9	0.051247	0.061618	0.000000	0.045306	0.051165	0.083955	0.036929	0.044020	0.033387
TLX1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TLX1NB	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TLX2	0.000000	0.059465	0.034564	0.000000	0.032887	0.053967	0.000000	0.000000	0.032255
TLX3	13.393900	11.879600	12.696700	17.637900	13.994300	17.265900	12.153900	11.885400	16.569000
TM2D1	5.227790	7.902860	5.279790	9.040140	11.933000	10.055000	7.006580	5.450050	4.485460
TM2D2	12.967300	14.091100	13.427500	15.870300	15.091400	17.139900	16.042300	14.454100	14.150000
TM2D3	15.399700	15.222000	16.908500	22.354200	20.789000	20.295400	15.286400	14.927800	14.462700
TM4SF1	446.007000	422.202000	429.953000	355.978000	333.777000	363.850000	487.948000	440.241000	430.412000
TM4SF1-AS1	1.637490	2.922670	2.861710	2.908840	1.882300	3.427260	4.541410	3.102720	3.428680
TM4SF18	0.000000	0.016288	0.000000	0.000000	0.036068	0.000000	0.000000	0.000000	0.000000
TM4SF19	23.499800	23.153100	23.918800	28.782100	23.907800	33.979600	18.609500	19.373800	24.274100
TM4SF19-AS1	3.010350	3.652130	4.555560	1.434400	4.796160	5.347640	4.521870	0.913556	0.811692
TM4SF19-TCTEX1D2	0.000000	0.296036	0.000000	0.256760	0.736648	0.552457	0.000000	0.000000	0.331401
TM4SF20	0.030631	0.110439	0.064184	0.081304	0.091631	0.075181	0.033056	0.157551	0.029948
TM4SF4	0.093635	0.000000	0.000000	0.000000	0.000000	0.000000	0.050427	0.120115	0.000000
TM4SF5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.127805	0.000000
TM6SF1	1.411670	1.053950	1.099010	1.071170	0.642917	0.956117	0.739097	0.483362	0.433912
TM6SF2	0.414032	0.326315	0.325546	0.366770	0.360543	0.211311	0.111424	0.088455	0.101273
TM7SF2	0.343735	0.720299	0.443688	0.791385	0.655920	0.532667	0.540171	0.335840	0.643884
TM7SF3	48.408400	49.218400	47.187400	65.786400	63.730200	71.485700	51.717100	52.478200	52.475300
TM9SF1	31.662300	33.729600	32.744000	37.872000	33.972700	36.920100	35.276900	34.256500	41.030300
TM9SF2	51.264500	53.992700	51.027900	56.884000	57.139200	58.688400	53.697200	52.005700	47.430400
TM9SF3	45.328100	40.705500	41.571900	46.724400	52.747000	41.393000	37.034600	35.555700	24.090000
TM9SF4	24.554800	27.660200	26.531100	27.057300	25.294700	28.032300	28.101900	29.040900	33.457300
TMA16	12.165100	10.690200	11.045800	14.312400	12.800100	10.780400	11.243200	9.802830	8.571550
TMA7	311.436000	274.726000	282.571000	201.462000	202.056000	212.018000	313.586000	292.719000	276.467000
TMBIM1	15.618400	14.427500	16.081900	17.166900	14.950900	18.144000	14.379400	15.128200	20.369100
TMBIM4	15.773600	15.518700	15.303600	17.670000	18.797200	19.265300	17.216200	15.582600	12.652500
TMBIM6	366.077000	375.585000	358.949000	471.867000	427.057000	470.141000	387.401000	399.224000	418.835000
TMC1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMC2	0.021266	0.019175	0.000000	0.018805	0.063673	0.017413	0.000000	0.000000	0.000000
TMC3	0.000000	0.000000	0.000000	0.000000	0.020277	0.016636	0.000000	0.000000	0.000000
TMC3-AS1	0.079040	0.142260	0.331734	0.070129	0.470788	0.193165	0.424062	0.470925	0.077408
TMC4	0.028189	0.050860	0.088689	0.049909	0.056274	0.092368	0.060910	0.072590	0.082761
TMC5	3.377730	3.434740	3.407600	1.555960	1.478850	1.587290	3.348650	3.293000	2.876110
TMC6	7.772940	9.110240	8.734080	11.978100	11.516300	13.617700	8.420810	9.277860	11.350400
TMC7	2.428070	2.301560	2.128010	1.564610	1.470480	1.791630	2.768970	2.508360	1.925790
TMC8	0.118414	0.053395	0.155003	0.065420	0.073906	0.060635	0.048010	0.063593	0.086782
TMCC1	2.810300	2.707870	3.066550	3.602680	3.684820	3.565690	2.605980	2.801120	2.430160
TMCC1-AS1	0.858593	0.739791	0.599486	0.725399	0.704693	0.578158	0.618551	0.819209	0.727221
TMCC2	2.510300	2.360590	2.169900	1.651520	1.682060	2.071810	2.407730	2.120930	2.698830
TMCC3	0.327788	0.246398	0.216652	0.289710	0.360228	0.510474	0.413695	0.300603	0.213492
TMCO1	20.983700	20.727400	21.233300	23.462800	22.369900	19.474900	21.382100	19.412800	16.173000
TMCO2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMCO3	10.512800	9.458800	10.896600	12.685900	11.474800	12.857500	10.055400	10.396100	10.660400
TMCO4	5.750970	6.049230	5.760900	5.348290	5.397120	6.894330	5.940800	7.070610	6.758760
TMCO5A	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMCO5B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMCO6	10.133100	8.699500	9.428810	5.977650	5.928050	6.042490	8.863910	8.932430	11.776900
TMED1	21.330000	22.652800	21.906800	13.576300	15.102100	16.101700	23.170000	25.179100	32.886400
TMED10	68.336200	65.788600	65.051600	72.482700	68.012600	65.649700	66.946800	67.376900	57.724900
TMED10P1	0.686077	0.854391	0.684274	1.010850	0.831816	0.722593	0.565059	0.715683	0.670438
TMED11P	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMED2	281.600000	278.860000	274.232000	351.962000	338.330000	327.757000	270.220000	273.097000	228.331000
TMED3	110.488000	109.982000	110.325000	115.193000	105.010000	127.611000	125.687000	123.463000	168.955000
TMED4	56.818800	57.508500	51.544100	66.412400	61.287600	67.241900	57.093900	57.268500	62.420600
TMED5	17.525400	14.942400	15.118400	19.900300	22.210000	15.057900	13.799900	12.333100	9.141170
TMED6	0.288435	0.345896	0.201868	0.085391	0.381182	0.078204	0.205919	0.244886	0.094215
TMED7	40.135600	33.915100	37.871100	49.933500	52.646600	43.022900	32.755000	29.376900	22.035100
TMED7-TICAM2	4.882980	3.675060	5.179540	6.829740	7.468630	6.764370	5.108310	5.001620	3.243680
TMED8	6.349050	6.200980	7.806600	8.777790	9.354190	9.521620	5.637100	7.321430	6.220440
TMED9	181.466000	179.782000	171.349000	189.495000	163.466000	195.019000	193.376000	189.583000	245.633000
TMEFF1	0.719900	0.255763	0.400577	0.301142	1.183510	0.681526	0.000000	0.269176	0.524988
TMEFF2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023340
TMEM100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM101	20.335000	19.386600	22.111000	22.123200	17.367000	22.575300	20.931400	19.284600	26.188300
TMEM102	7.452680	6.090720	7.197070	5.141090	3.604480	4.540690	7.485490	7.634840	10.181700
TMEM104	6.494830	6.994370	6.184120	8.429400	8.498060	9.071480	7.808280	7.630640	10.215500
TMEM105	0.000000	0.036441	0.021164	0.000000	0.040338	0.016548	0.000000	0.000000	0.000000
TMEM106A	0.000000	0.000000	0.000000	0.039941	0.135216	0.092447	0.024392	0.036534	0.066221
TMEM106B	13.198800	10.262200	11.904500	18.158200	22.917900	15.191800	9.614180	8.625400	6.705010
TMEM106C	119.579000	113.448000	117.639000	156.056000	136.073000	163.751000	130.192000	126.216000	146.060000
TMEM107	3.969460	2.642580	2.945370	4.230430	2.959170	3.528620	2.804680	2.801950	2.786890
TMEM108	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM108-AS1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM109	44.017500	43.052100	44.920100	38.062100	34.330600	39.247300	46.278600	46.819700	60.875900
TMEM11	39.525000	33.604100	37.155600	31.614700	26.046900	32.743800	40.673200	37.866100	50.808800
TMEM110	3.470140	3.554750	3.659610	9.134380	8.557760	9.490520	4.383580	4.523380	5.149850
TMEM110-MUSTN1	0.395532	0.674939	1.367680	0.000000	1.424230	1.052550	0.000338	0.551529	0.593515
TMEM114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM115	42.924700	45.282300	44.227800	54.041400	48.761000	60.581800	46.340700	49.670000	61.876300
TMEM116	3.075650	3.159570	2.995720	5.379530	6.362370	5.431870	4.011140	3.938320	3.752910
TMEM117	3.474150	3.370090	3.365280	4.938660	6.245260	4.487100	4.005270	3.298840	2.003790
TMEM119	0.000000	0.000000	0.000000	0.022487	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM120A	7.843120	8.100540	8.167870	7.364930	8.117390	8.325690	7.710730	7.595620	11.306300
TMEM120B	6.408250	6.801120	6.955860	9.233160	9.147160	10.658000	7.460140	7.519060	9.589280
TMEM121	6.729050	5.337630	5.527590	3.069160	3.248920	3.650120	5.568900	5.665940	8.106460
TMEM123	98.462500	79.156800	85.801400	101.889000	116.503000	77.119400	70.645500	62.411700	41.599300
TMEM125	0.000000	0.037080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM126A	40.254700	39.764500	47.044000	48.158600	49.356700	41.424900	43.250800	41.015600	29.316800
TMEM126B	85.694900	79.057400	78.829400	60.324500	59.843400	50.287700	73.300800	62.462600	44.520600
TMEM127	29.489500	32.213300	30.279800	39.493300	36.629200	40.598100	34.857500	34.461100	39.290700
TMEM128	7.682790	6.664210	7.768370	10.904300	9.750190	9.422450	8.022680	5.508190	5.386360
TMEM129	5.687770	5.478380	6.193920	10.383000	9.485570	10.917000	7.352810	6.507460	7.911400
TMEM130	0.000000	0.000000	0.000000	0.000000	0.025131	0.000000	0.000000	0.000000	0.000000
TMEM131	33.588800	33.719900	33.106100	42.544400	45.172900	39.958500	31.421500	32.841300	28.920000
TMEM132A	40.293700	38.312300	38.129200	46.132700	40.147900	46.875900	39.426200	40.130000	53.251100
TMEM132B	0.017218	0.015532	0.012017	0.354941	0.567877	0.597655	0.018636	0.029629	0.028032
TMEM132C	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM132D	0.000000	0.000000	0.000000	0.000000	0.011115	0.000000	0.000000	0.000000	0.010871
TMEM132E	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM133	6.797530	5.948250	5.600100	6.121570	7.007640	4.753960	5.421980	4.810510	2.267200
TMEM134	29.658500	28.257900	26.493900	39.294800	34.926300	43.689500	32.113800	27.424200	44.544800
TMEM135	5.245710	4.392010	4.329970	4.989250	5.126680	3.894580	4.434280	3.875690	3.197660
TMEM136	2.668050	2.753400	2.667110	3.762760	4.250180	3.837920	2.932840	2.996060	3.046400
TMEM138	28.719200	30.623800	25.089500	26.560100	24.828100	27.390000	31.265900	28.356700	30.059800
TMEM139	24.609700	26.132600	27.459500	20.575300	17.668100	20.059500	27.721000	28.164900	33.095100
TMEM140	8.805260	9.414010	10.902800	22.619900	20.871800	22.091100	11.196900	13.993700	13.756000
TMEM141	43.959800	49.845900	47.793800	46.831800	43.951600	53.118700	51.247800	48.661000	66.489500
TMEM143	1.972080	1.815100	1.528470	1.226470	0.978320	0.992929	1.458910	1.394660	1.901440
TMEM144	1.536270	1.950240	1.799580	3.306650	3.308840	3.244410	1.900180	1.839660	1.442190
TMEM145	0.000000	0.037256	0.043334	0.073211	0.041189	0.033795	0.044564	0.141555	0.080880
TMEM147	96.350700	98.291000	93.615300	80.609200	72.415300	87.506800	98.791100	101.328000	129.248000
TMEM147-AS1	1.844330	1.578480	1.836560	1.592430	1.882370	1.582180	1.440360	1.419690	1.804160
TMEM14A	38.220700	35.162100	34.059100	31.633500	35.270500	29.504300	38.486100	39.231700	40.644800
TMEM14B	154.849000	163.908000	150.145000	165.276000	149.743000	162.050000	178.184000	171.827000	169.216000
TMEM14C	199.019000	204.283000	185.575000	181.604000	167.590000	171.474000	222.080000	201.037000	228.353000
TMEM14E	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052677	0.000000
TMEM150A	5.296030	5.909680	5.643070	12.580300	12.791000	12.038200	3.649020	6.059890	6.019690
TMEM150B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM150C	0.000000	0.000000	0.000000	0.034076	0.076719	0.062947	0.000000	0.000000	0.000000
TMEM151A	0.301172	0.197451	0.487601	0.339074	0.491570	0.582565	0.295580	0.399197	0.347951
TMEM151B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012130	0.013792
TMEM154	0.983374	0.886661	0.942316	1.831630	1.837610	1.781770	0.452101	0.538857	0.695272
TMEM155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM156	1.497450	1.314730	1.569030	1.755540	1.714810	2.110480	1.371470	1.122300	0.402408
TMEM158	13.176600	14.099800	15.206100	13.434400	11.096900	14.042100	13.148400	14.000900	16.951900
TMEM159	3.269650	4.289050	3.649980	6.293700	5.027960	6.639650	4.280600	4.102970	5.202540
TMEM160	83.056400	79.998300	79.312500	66.152700	56.957000	74.437900	91.288500	77.639900	129.729000
TMEM161A	24.421900	22.805000	22.555600	26.115400	21.197900	25.195200	20.872600	22.171800	30.506900
TMEM161B	6.511730	6.241770	7.194600	7.604900	10.428000	7.013840	6.615600	5.577050	4.387960
TMEM161B-AS1	0.287742	0.148449	0.840034	0.134638	0.198414	0.000000	0.081459	0.121299	0.163722
TMEM163	0.000000	0.000000	0.000000	0.033968	0.000000	0.031375	0.000000	0.032860	0.000000
TMEM164	11.865500	11.816100	11.972600	11.024200	10.504500	11.835900	13.173900	13.372600	16.116400
TMEM165	67.249200	59.174400	59.132700	58.680100	49.994000	55.059700	61.731200	59.068200	65.298500
TMEM167A	34.129900	30.510800	31.570200	34.027000	35.958800	27.311100	27.831200	25.406300	20.648900
TMEM167B	9.317750	8.422720	7.437800	13.022900	11.458600	10.686000	8.286480	8.528780	6.112630
TMEM168	0.000000	0.015693	0.011106	0.046858	0.052974	0.017387	0.065911	0.029932	0.016997
TMEM169	0.000000	0.000000	0.000000	0.052682	0.158604	0.097590	0.000000	0.049712	0.000000
TMEM17	2.971700	3.016950	2.877600	4.661320	4.798100	4.644180	3.001500	3.060270	1.692170
TMEM170A	3.506930	3.468740	2.976760	5.233240	5.480610	4.221750	3.658430	3.023500	3.385770
TMEM170B	0.795921	0.717963	0.691792	2.076590	2.588630	1.809790	0.625646	0.497337	0.535475
TMEM171	0.700294	0.171962	0.066663	0.731354	0.884218	0.828332	0.409340	0.920400	0.436202
TMEM173	14.135900	15.582400	17.386000	13.798900	12.761600	14.958700	15.543200	16.936500	21.470200
TMEM174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM175	7.379220	7.149550	7.418270	9.841250	9.322650	10.439900	7.993440	8.423230	11.192800
TMEM176A	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM176B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM177	17.669700	17.332900	18.607300	16.688100	13.914200	18.420200	18.332400	18.580900	21.107000
TMEM178A	0.000000	0.000000	0.000000	0.051710	0.116075	0.145223	0.000000	0.113198	0.057105
TMEM178B	0.000000	0.000000	0.024866	0.031477	0.041543	0.053557	0.006427	0.015327	0.011601
TMEM179	0.000000	0.000000	0.021046	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM179B	31.009200	34.301300	28.201600	52.616600	49.975500	63.098200	31.219600	33.413700	44.546400
TMEM18	8.977160	9.660780	8.388350	6.936150	7.813860	6.849470	9.034080	9.959930	9.629340
TMEM180	2.191790	3.365760	2.674320	2.939660	2.114770	2.720910	2.549210	2.996770	4.002300
TMEM181	14.277600	13.837100	13.848200	18.727000	21.535500	16.002300	12.687200	13.054600	9.194860
TMEM182	1.725210	1.689480	1.398840	3.001450	2.814800	2.704390	1.383300	1.656830	1.740400
TMEM183A	4.477830	3.308400	4.560010	4.754370	4.126640	3.758310	6.462610	2.766310	6.499400
TMEM183B	34.362500	39.465200	37.075600	34.554200	31.882400	33.813900	44.639500	45.310300	47.517400
TMEM184A	7.603910	7.876560	7.633890	3.501340	3.460100	3.551870	8.712150	8.531450	10.304600
TMEM184B	49.605800	51.296500	50.043700	59.821800	57.116400	65.618100	51.893000	54.916400	64.796400
TMEM184C	14.291500	12.370600	13.295700	20.553200	21.778800	19.494500	14.253400	13.735100	10.688700
TMEM185A	10.404100	8.868590	11.082800	12.345200	13.540900	11.228700	11.260700	11.713800	11.298600
TMEM185B	13.349100	13.619600	14.622400	14.758300	13.454200	15.449700	14.077100	14.255800	16.759600
TMEM186	6.881040	6.774170	6.766890	5.576310	4.458570	6.053780	6.429930	7.610790	8.089880
TMEM187	9.532230	11.087800	11.539200	8.559570	7.130670	9.434380	12.535800	11.600000	15.365200
TMEM189	30.138800	30.472000	28.208400	44.162000	38.704400	48.482000	31.682500	33.894000	38.746000
TMEM189-UBE2V1	0.000000	0.000000	0.000000	0.000000	0.000000	0.257626	0.000000	0.000000	0.000000
TMEM19	9.008750	8.629260	8.627980	9.483730	10.673300	10.200800	9.120880	9.400770	8.515630
TMEM190	0.212684	0.000000	0.000000	0.000000	0.208610	0.000000	0.000000	0.355142	0.418614
TMEM191A	0.036865	0.132886	0.077261	0.065256	0.220431	0.361722	0.238522	0.126292	0.216301
TMEM191B	0.000000	0.106732	0.000000	0.000000	0.000000	0.193445	0.063738	0.000000	0.057998
TMEM191C	0.182586	0.054804	0.000000	0.107887	0.000000	0.099320	0.065446	0.103883	0.238268
TMEM192	4.505290	4.626650	4.489570	7.412340	7.677540	7.775340	4.368360	4.295980	3.706460
TMEM196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM198	0.789210	0.702176	0.496127	1.284870	1.196080	1.438240	0.579082	0.676434	0.943001
TMEM198B	2.044000	2.745540	2.010360	3.002050	3.988380	3.746910	2.283380	2.671720	1.981360
TMEM199	19.367000	18.311900	18.871400	18.186900	18.387400	17.664500	19.973900	18.905400	21.169300
TMEM2	13.746100	13.073600	13.400600	18.614700	20.616000	19.373600	13.854200	13.411600	11.397900
TMEM200A	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM200B	3.822840	3.236330	3.498960	2.072020	1.820590	2.251450	3.788180	3.686680	3.961960
TMEM200C	2.037590	1.292120	1.898000	0.901762	0.451212	0.431917	1.424010	2.035700	2.140230
TMEM201	9.619410	10.515400	8.979640	6.445720	6.122050	7.196100	10.481300	11.150000	13.241500
TMEM202	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM203	74.117200	74.097100	71.514700	77.211900	64.954100	83.307500	79.079200	73.657400	89.719200
TMEM204	0.137687	0.041343	0.000000	0.121928	0.137103	0.000000	0.000000	0.274800	0.044888
TMEM205	24.531300	21.675100	20.883900	27.541000	25.768400	33.753800	28.694600	23.811000	36.294800
TMEM206	7.615060	7.257960	7.553250	12.726800	12.497700	13.110900	8.209210	8.189260	8.327840
TMEM207	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM208	42.738100	46.150400	41.361300	55.254000	46.572500	60.731300	46.680200	45.641100	54.916000
TMEM209	10.526300	9.505330	9.717240	12.504200	14.105200	10.175900	8.716890	9.281640	7.491330
TMEM210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM212-AS1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM213	0.000000	0.000000	0.000000	0.000000	0.019706	0.000000	0.000000	0.000000	0.000000
TMEM214	47.437500	47.386700	48.169200	55.498300	51.781600	60.498900	55.884200	54.190400	70.995700
TMEM215	0.000000	0.000000	0.000000	0.000000	0.000000	0.019653	0.000000	0.000000	0.011716
TMEM216	11.027900	12.356400	10.383600	14.461300	14.076400	16.264500	12.639500	12.287500	13.248400
TMEM217	1.213070	0.993331	0.638110	2.094920	1.714280	2.009800	1.691830	0.704499	1.214050
TMEM218	3.124200	3.153210	3.135220	3.048140	3.399180	3.439010	3.535890	3.187400	3.609290
TMEM219	34.208200	33.707900	34.899100	35.929100	33.082300	39.439200	36.851200	37.861800	51.926500
TMEM220	0.109272	0.118227	0.091563	0.038652	0.087239	0.017894	0.023609	0.000000	0.000000
TMEM220-AS1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM221	0.187503	0.236558	0.550167	0.398309	0.411071	0.459926	0.404365	0.289032	0.660111
TMEM222	21.927100	21.503100	20.682200	22.142000	17.074800	20.005300	22.309500	23.165300	31.886900
TMEM223	70.326900	64.728800	67.644500	56.628100	43.755600	48.322500	76.135000	72.744400	89.837600
TMEM225	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM229A	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM229B	0.016183	0.029188	0.135581	0.214593	0.145427	0.198855	0.000000	0.069514	0.221398
TMEM230	45.058900	43.933700	51.844000	84.608400	81.933700	79.771100	38.190100	44.155900	41.422100
TMEM231	4.072100	3.699800	3.484870	4.841090	4.221030	4.878760	4.723260	4.137760	5.003800
TMEM232	0.063291	0.038044	0.044193	0.037311	0.084221	0.000000	0.000000	0.000000	0.000000
TMEM233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM234	7.067730	6.289820	6.097390	5.155940	7.640290	6.269620	9.859620	7.286210	9.844070
TMEM235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM236	0.047301	0.021331	0.074294	0.083609	0.070873	0.077527	0.076739	0.091490	0.034662
TMEM237	8.016550	7.505260	7.767300	6.398350	6.293410	6.030270	7.521480	6.851590	6.759890
TMEM238	3.599630	3.383310	3.787850	3.211220	2.531060	3.878200	4.185130	2.447100	5.557860
TMEM239	0.154455	0.277302	0.487323	0.000000	0.000000	0.000000	0.164281	0.000000	0.303331
TMEM240	0.000000	0.000000	0.000000	0.000000	0.074617	0.000000	0.000000	0.000000	0.000000
TMEM241	5.349730	4.659810	5.081170	4.590710	3.483530	3.934470	4.407450	5.836600	6.824200
TMEM242	2.277000	2.226680	1.808330	2.758730	2.938640	2.662510	2.185760	2.462900	1.662370
TMEM243	19.101700	19.940900	16.981200	24.730700	22.649000	20.046300	21.640800	17.867600	16.036700
TMEM244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM245	23.348900	22.796600	22.431900	28.904200	28.812100	28.770100	23.098200	23.112900	21.201700
TMEM246	0.076502	0.193175	0.192273	0.365185	0.290290	0.501394	0.248123	0.236630	0.213058
TMEM246-AS1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM248	31.276300	30.467500	29.883000	27.579200	26.005000	29.123600	32.841800	30.024600	30.607800
TMEM249	0.047144	0.042471	0.107906	0.000000	0.093903	0.286253	0.000000	0.161262	0.086788
